customerPrdct_id,PhoneService,MultipleLines,InternetService
9565-FLVCG,Yes,Yes,DSL
8755-OGKNA,Yes,No,No
2800-VEQXM,Yes,No,Fiber optic
7538-GWHML,Yes,No,Fiber optic
5533-RJFTJ,No,No phone service,DSL
3859-CVCET,Yes,No,DSL
0214-JHPFW,No,No phone service,DSL
5642-MHDQT,Yes,No,No
3088-FVYWK,Yes,Yes,No
3276-HDUEG,Yes,Yes,Fiber optic
9092-GDZKO,Yes,Yes,No
0823-HSCDJ,No,No phone service,DSL
3729-OWRVL,Yes,Yes,Fiber optic
2324-AALNO,Yes,Yes,No
0822-GAVAP,No,No phone service,DSL
5760-IFJOZ,Yes,Yes,Fiber optic
2826-UWHIS,Yes,Yes,Fiber optic
1448-PWKYE,Yes,No,Fiber optic
7501-IWUNG,Yes,No,DSL
4957-TREIR,Yes,No,DSL
7251-LJBQN,Yes,Yes,Fiber optic
8040-MNRTF,Yes,No,Fiber optic
1536-HBSWP,Yes,No,DSL
5313-FPXWG,Yes,Yes,No
0067-DKWBL,Yes,No,DSL
0946-FKYTX,No,No phone service,DSL
5076-YVXCM,Yes,Yes,Fiber optic
8262-COGGB,Yes,No,No
6663-JOCQO,Yes,Yes,DSL
9620-QJREV,Yes,No,No
2276-YDAVZ,Yes,Yes,Fiber optic
2682-KEVRP,Yes,No,No
2480-JZOSN,Yes,No,No
0078-XZMHT,Yes,Yes,DSL
5896-NPFWW,Yes,No,DSL
9978-HYCIN,Yes,No,Fiber optic
8338-QIUNR,Yes,Yes,DSL
1525-LNLOJ,Yes,Yes,DSL
9450-TRJUU,Yes,Yes,Fiber optic
1766-GKNMI,Yes,Yes,Fiber optic
6942-LBFDP,Yes,No,No
1456-TWCGB,Yes,No,DSL
7133-VBDCG,Yes,No,Fiber optic
7596-ZYWBB,Yes,No,DSL
8329-UTMVM,Yes,Yes,Fiber optic
3014-WJKSM,Yes,No,Fiber optic
3347-YJZZE,Yes,Yes,DSL
1029-QFBEN,Yes,No,No
7929-DMBCV,Yes,No,Fiber optic
9661-JALZV,Yes,Yes,No
5433-KYGHE,Yes,Yes,Fiber optic
4312-KFRXN,Yes,Yes,No
5575-TPIZQ,Yes,Yes,Fiber optic
0114-IGABW,No,No phone service,DSL
9944-AEXBM,Yes,Yes,Fiber optic
1853-ARAAQ,No,No phone service,DSL
6952-OMNWB,Yes,Yes,Fiber optic
4697-LUPSU,Yes,No,No
8434-VGEQQ,Yes,No,No
4952-YSOGZ,Yes,Yes,Fiber optic
1589-AGTLK,Yes,No,DSL
5244-IRFIH,Yes,Yes,Fiber optic
6549-YMFAW,Yes,No,No
4950-HKQTE,Yes,Yes,No
6786-OBWQR,Yes,No,Fiber optic
2684-EIWEO,Yes,Yes,Fiber optic
2753-JMMCV,Yes,Yes,DSL
6439-GTPCA,Yes,Yes,Fiber optic
6621-YOBKI,Yes,No,No
1216-JWVUX,Yes,No,Fiber optic
7564-GHCVB,Yes,Yes,Fiber optic
1173-NOEYG,Yes,Yes,Fiber optic
7595-EHCDL,No,No phone service,DSL
6647-ZEDXT,Yes,Yes,Fiber optic
2521-NPUZR,Yes,No,Fiber optic
1307-TVUFB,Yes,Yes,Fiber optic
7503-MIOGA,Yes,Yes,DSL
4381-MHQDC,Yes,Yes,DSL
6923-JHPMP,Yes,No,Fiber optic
5138-WVKYJ,Yes,Yes,Fiber optic
4018-PPNDW,Yes,Yes,No
1635-FJFCC,Yes,No,DSL
2499-AJYUA,Yes,Yes,Fiber optic
6919-ELBGL,Yes,Yes,Fiber optic
3966-HRMZA,Yes,No,Fiber optic
6425-JWTDV,Yes,No,No
8405-IGQFX,Yes,No,Fiber optic
8224-IVVPA,Yes,No,DSL
9477-LGWQI,Yes,No,DSL
1410-RSCMR,Yes,No,DSL
3115-CZMZD,Yes,No,No
0139-IVFJG,Yes,No,Fiber optic
6683-VLCTZ,Yes,Yes,Fiber optic
5730-DBDSI,Yes,No,No
0030-FNXPP,Yes,No,No
2189-WWOEW,Yes,No,Fiber optic
5684-FJVYR,Yes,Yes,Fiber optic
4013-GUXND,Yes,No,No
1894-IGFSG,Yes,No,Fiber optic
7379-POKDZ,Yes,No,Fiber optic
1266-NZYUI,Yes,Yes,DSL
7969-FFOWG,Yes,No,No
4718-DHSMV,No,No phone service,DSL
5175-WLYXL,Yes,Yes,Fiber optic
7817-OMJNA,Yes,No,No
8728-SKJLR,Yes,No,Fiber optic
3137-NYQQI,Yes,No,DSL
7706-DZNKK,Yes,No,No
0236-HFWSV,Yes,Yes,Fiber optic
3900-AQPHZ,Yes,No,No
5842-POCOP,Yes,No,Fiber optic
2037-XJFUP,Yes,No,Fiber optic
8823-RLPWL,Yes,Yes,Fiber optic
9505-SQFSW,No,No phone service,DSL
7314-OXENN,Yes,Yes,Fiber optic
3758-CKOQL,Yes,Yes,Fiber optic
0322-CHQRU,Yes,No,DSL
5676-CFLYY,Yes,No,DSL
7521-AFHAB,Yes,No,DSL
0285-INHLN,Yes,No,DSL
4678-DVQEO,Yes,No,DSL
5125-CNDSP,No,No phone service,DSL
0691-IFBQW,Yes,Yes,Fiber optic
4992-LTJNE,Yes,Yes,DSL
2202-OUTMO,Yes,Yes,DSL
0810-BDHAW,Yes,Yes,DSL
0229-LFJAF,Yes,Yes,DSL
7131-ZQZNK,No,No phone service,DSL
3442-ZHHCC,Yes,Yes,DSL
5726-CVNYA,Yes,No,No
9871-ELEYA,Yes,No,DSL
4257-GAESD,No,No phone service,DSL
5173-WXOQV,Yes,No,DSL
2040-OBMLJ,Yes,Yes,Fiber optic
6286-ZHAOK,Yes,Yes,No
3807-XHCJH,Yes,No,No
3009-JWMPU,Yes,Yes,Fiber optic
5671-RQRLP,Yes,Yes,Fiber optic
1450-GALXR,Yes,Yes,Fiber optic
8859-AXJZP,Yes,Yes,No
3174-AKMAS,Yes,No,DSL
3138-BKYAV,Yes,No,Fiber optic
9926-PJHDQ,Yes,Yes,DSL
7382-DFJTU,Yes,No,DSL
2798-NYLMZ,Yes,Yes,Fiber optic
4289-DTDKW,Yes,Yes,Fiber optic
1820-TQVEV,Yes,No,Fiber optic
2239-JALAW,Yes,Yes,Fiber optic
4853-RULSV,Yes,Yes,Fiber optic
8098-TDCBU,Yes,Yes,No
3551-GAEGL,No,No phone service,DSL
4785-NKHCX,Yes,No,No
3196-NVXLZ,Yes,Yes,Fiber optic
6275-YDUVO,Yes,No,Fiber optic
0036-IHMOT,Yes,No,Fiber optic
0115-TFERT,Yes,Yes,Fiber optic
4178-EGMON,Yes,Yes,Fiber optic
4220-TINQT,Yes,Yes,Fiber optic
5318-YKDPV,Yes,No,DSL
7975-TZMLR,Yes,Yes,Fiber optic
0295-QVKPB,Yes,No,DSL
4335-BSMJS,Yes,Yes,No
2311-QYMUQ,Yes,No,Fiber optic
3643-AHCFP,Yes,Yes,Fiber optic
9146-JRIOX,Yes,Yes,No
3104-OWCGK,Yes,No,Fiber optic
5337-IIWKZ,No,No phone service,DSL
9101-BWFSS,Yes,Yes,Fiber optic
9650-VBUOG,Yes,Yes,No
3487-EARAT,Yes,No,DSL
2672-TGEFF,Yes,Yes,Fiber optic
9231-ZJYAM,Yes,No,Fiber optic
4250-WAROZ,Yes,Yes,Fiber optic
8184-WMOFI,Yes,No,DSL
6982-SSHFK,Yes,No,DSL
6092-QZVPP,Yes,No,DSL
4625-LAMOB,Yes,No,No
0727-BMPLR,Yes,Yes,Fiber optic
0392-BZIUW,Yes,Yes,Fiber optic
1038-ZAGBI,Yes,No,No
6549-NNDYT,No,No phone service,DSL
3027-ZTDHO,Yes,No,Fiber optic
0422-OHQHQ,Yes,No,No
6916-HIJSE,Yes,No,DSL
2316-ESMLS,No,No phone service,DSL
9778-OGKQZ,Yes,Yes,DSL
7408-OFWXJ,Yes,Yes,DSL
6007-TCTST,Yes,Yes,Fiber optic
2252-NKNSI,Yes,Yes,DSL
8713-IGZSO,Yes,Yes,No
7905-TVXTA,Yes,No,DSL
7695-PKLCZ,Yes,No,No
2382-BCKQJ,Yes,Yes,Fiber optic
8374-UULRV,Yes,Yes,DSL
2207-NHRJK,Yes,No,DSL
3224-DFQNQ,Yes,Yes,Fiber optic
5275-PMFUT,No,No phone service,DSL
4795-UXVCJ,Yes,No,No
9777-IQHWP,Yes,Yes,Fiber optic
0947-MUGVO,Yes,No,Fiber optic
9944-HKVVB,Yes,No,Fiber optic
4124-MMETB,Yes,Yes,Fiber optic
3671-SHRSP,Yes,No,Fiber optic
0979-MOZQI,No,No phone service,DSL
2732-ISEZX,Yes,No,No
3313-QKNKB,Yes,Yes,Fiber optic
0323-XWWTN,Yes,Yes,No
1937-OTUKY,Yes,Yes,Fiber optic
1573-LGXBA,Yes,No,Fiber optic
1764-VUUMT,Yes,No,No
5073-WXOYN,No,No phone service,DSL
4713-ZBURT,Yes,Yes,Fiber optic
3050-GBUSH,No,No phone service,DSL
0207-MDKNV,Yes,No,Fiber optic
7876-AEHIG,No,No phone service,DSL
7945-HLKEA,Yes,Yes,DSL
9342-VNIMQ,Yes,Yes,DSL
9851-KIELU,Yes,No,Fiber optic
3523-BRGUW,Yes,No,No
3908-BLSYF,Yes,No,Fiber optic
3199-NPKCN,Yes,Yes,Fiber optic
5170-PTRKA,No,No phone service,DSL
4661-NJEUX,Yes,No,No
2123-AGEEN,Yes,No,Fiber optic
1258-YMZNM,Yes,Yes,Fiber optic
0048-LUMLS,Yes,No,Fiber optic
7549-MYGPK,Yes,Yes,Fiber optic
5898-IGSLP,Yes,Yes,Fiber optic
3804-RVTGV,Yes,Yes,Fiber optic
6259-WJQLC,Yes,Yes,Fiber optic
9227-LUNBG,No,No phone service,DSL
7997-EASSD,Yes,Yes,Fiber optic
0730-KOAVE,Yes,Yes,Fiber optic
8975-SKGRX,Yes,Yes,Fiber optic
0678-RLHVP,Yes,Yes,Fiber optic
4315-MURBD,Yes,No,Fiber optic
2267-FPIMA,Yes,Yes,Fiber optic
1051-GEJLJ,Yes,No,No
9734-YWGEX,Yes,Yes,Fiber optic
2719-BDAQO,Yes,No,Fiber optic
5285-MVEHD,Yes,No,Fiber optic
0379-DJQHR,Yes,No,DSL
0781-LKXBR,Yes,Yes,Fiber optic
5543-QDCRY,Yes,No,DSL
0297-RBCSG,Yes,No,DSL
4694-PHWFW,Yes,No,No
0835-JKADZ,Yes,Yes,Fiber optic
1907-UBQFC,Yes,No,Fiber optic
7508-SMHXL,Yes,Yes,Fiber optic
3865-YIOTT,Yes,Yes,Fiber optic
5993-BQHEA,Yes,No,No
6024-RUGGH,Yes,Yes,No
6513-EECDB,Yes,Yes,Fiber optic
3956-CJUST,Yes,No,Fiber optic
4079-WWQQQ,No,No phone service,DSL
6103-BOCOU,Yes,Yes,Fiber optic
5149-TGWDZ,Yes,No,Fiber optic
7471-WNSUF,Yes,Yes,No
8942-DBMHZ,Yes,No,No
4301-VVZKA,Yes,Yes,Fiber optic
9199-PWQVC,Yes,Yes,DSL
4824-GUCBY,Yes,No,Fiber optic
5393-HJZSM,Yes,No,DSL
7074-IEVOJ,Yes,Yes,Fiber optic
9625-QSTYE,Yes,No,Fiber optic
0862-PRCBS,Yes,Yes,Fiber optic
8812-ZRHFP,Yes,No,Fiber optic
5146-CBVOE,Yes,No,Fiber optic
0454-OKRCT,Yes,No,Fiber optic
5787-KXGIY,Yes,No,No
4750-ZRXIU,Yes,Yes,Fiber optic
4198-VFOEA,No,No phone service,DSL
6630-UJZMY,Yes,Yes,Fiber optic
5709-LVOEQ,Yes,No,DSL
6400-BWQKW,Yes,Yes,Fiber optic
2692-AQCPF,Yes,Yes,Fiber optic
0347-UBKUZ,Yes,No,No
0835-DUUIQ,Yes,No,No
0811-GSDTP,No,No phone service,DSL
7567-ECMCM,Yes,No,Fiber optic
6115-ZTBFQ,No,No phone service,DSL
6353-BRMMA,Yes,Yes,Fiber optic
6680-WKXRZ,Yes,Yes,Fiber optic
6231-WFGFH,Yes,No,No
9904-EHEVJ,Yes,Yes,Fiber optic
7028-DVOIQ,Yes,Yes,Fiber optic
6169-PPETC,Yes,No,No
4208-UFFGW,Yes,No,DSL
8584-KMVXD,Yes,No,Fiber optic
8467-WYNSR,Yes,No,DSL
0851-DFJKB,Yes,No,DSL
5382-SOYZL,Yes,Yes,Fiber optic
9448-REEVD,Yes,No,DSL
3261-CQXOL,Yes,Yes,No
8388-FYNPZ,Yes,No,DSL
4002-BQWPQ,Yes,Yes,DSL
5651-YLPRD,Yes,No,Fiber optic
2826-DXLQO,No,No phone service,DSL
4378-BZYFP,Yes,No,No
9489-UTFKA,Yes,No,DSL
4849-PYRLQ,Yes,Yes,DSL
9117-SHLZX,Yes,No,DSL
9889-TMAHG,Yes,No,Fiber optic
4541-RMRLG,Yes,No,No
7764-BDPEE,Yes,No,No
3429-IFLEM,Yes,No,DSL
3158-MOERK,Yes,Yes,Fiber optic
7294-TMAOP,Yes,No,Fiber optic
5002-GCQFH,Yes,Yes,Fiber optic
0556-FJEGU,Yes,No,DSL
8919-FYFQZ,No,No phone service,DSL
0604-THJFP,Yes,No,DSL
2834-JRTUA,Yes,Yes,Fiber optic
5875-YPQFJ,Yes,No,Fiber optic
5879-SESNB,Yes,Yes,Fiber optic
6646-QVXLR,Yes,Yes,Fiber optic
6461-PPAXN,Yes,No,DSL
3318-ISQFQ,Yes,No,No
1106-HRLKZ,Yes,No,No
2483-XSSMZ,Yes,No,DSL
8603-IJWDN,Yes,Yes,Fiber optic
8165-ZJRNM,Yes,Yes,No
9369-XFEHK,Yes,Yes,Fiber optic
2604-XVDAM,Yes,No,DSL
3717-OFRTN,Yes,No,No
9046-JBFWA,Yes,No,No
3280-NMUVX,Yes,No,No
1206-EHBDD,Yes,No,Fiber optic
8361-LBRDI,Yes,Yes,No
4883-KCPZJ,Yes,Yes,No
9108-EQPNQ,Yes,Yes,No
7277-KAMWT,Yes,No,No
3842-IYKUE,Yes,Yes,Fiber optic
6641-XRPSU,Yes,No,Fiber optic
1374-DMZUI,Yes,Yes,Fiber optic
2545-LXYVJ,Yes,No,No
3234-VKACU,Yes,No,DSL
8357-EQXFO,Yes,No,Fiber optic
1989-PRJHP,Yes,Yes,Fiber optic
8120-JDCAM,Yes,No,Fiber optic
8917-FAEMR,Yes,No,No
7047-YXDMZ,Yes,No,No
2858-EIMXH,Yes,Yes,Fiber optic
9524-EGPJC,Yes,Yes,Fiber optic
6993-OHLXR,Yes,No,Fiber optic
8818-XYFCQ,Yes,Yes,Fiber optic
6419-ZTTLE,Yes,No,No
0929-HYQEW,Yes,No,DSL
6614-YOLAC,No,No phone service,DSL
7426-RHZGU,Yes,No,Fiber optic
4065-JJAVA,Yes,No,DSL
4695-VADHF,Yes,No,DSL
3863-IUBJR,Yes,No,DSL
7649-SIJJF,Yes,Yes,DSL
9361-YNQWJ,Yes,Yes,No
3748-FVMZZ,No,No phone service,DSL
9391-TTOYH,Yes,No,No
1452-XRSJV,Yes,No,DSL
3422-WJOYD,Yes,No,DSL
8242-SOQUO,Yes,No,Fiber optic
7460-ITWWP,Yes,No,Fiber optic
7147-AYBAA,Yes,No,Fiber optic
7868-TMWMZ,Yes,No,Fiber optic
4822-RVYBB,Yes,Yes,Fiber optic
6732-FZUGP,Yes,Yes,Fiber optic
8436-BJUMM,Yes,Yes,Fiber optic
4184-TJFAN,Yes,No,Fiber optic
8329-GWVPJ,Yes,No,Fiber optic
1352-VHKAJ,Yes,Yes,DSL
4145-UQXUQ,Yes,No,Fiber optic
2632-TACXW,Yes,Yes,No
8146-QQKZH,Yes,No,DSL
1767-CJKBA,Yes,Yes,No
6445-TNRXS,Yes,Yes,Fiber optic
4581-LNWUM,No,No phone service,DSL
4869-EPIUS,Yes,No,Fiber optic
9948-YPTDG,Yes,No,Fiber optic
1236-WFCDV,Yes,No,Fiber optic
1915-OAKWD,Yes,No,No
7296-PIXQY,Yes,No,Fiber optic
4883-QICIH,Yes,No,Fiber optic
3354-OADJP,Yes,No,DSL
3524-WQDSG,Yes,Yes,Fiber optic
0810-DHDBD,Yes,Yes,DSL
4026-SKKHW,Yes,No,DSL
2829-HYVZP,Yes,No,No
8329-IBCTI,Yes,No,No
1271-SJBGZ,No,No phone service,DSL
3845-JHAMY,No,No phone service,DSL
7013-PSXHK,Yes,Yes,DSL
5669-SRAIP,No,No phone service,DSL
5981-ITEMU,Yes,Yes,Fiber optic
3486-NPGST,Yes,No,No
6941-PMGEP,Yes,No,Fiber optic
1624-WOIWJ,Yes,No,Fiber optic
2074-GKOWZ,Yes,No,Fiber optic
0376-YMCJC,Yes,Yes,Fiber optic
6100-FJZDG,Yes,No,No
4829-ZLJTK,Yes,Yes,Fiber optic
1730-VFMWO,Yes,No,DSL
7143-BQIBA,Yes,No,DSL
3800-LYTRK,Yes,No,DSL
0634-SZPQA,Yes,Yes,Fiber optic
9646-NMHXE,Yes,No,No
7030-NJVDP,Yes,No,Fiber optic
5536-RTPWK,Yes,Yes,Fiber optic
8883-GRDWQ,Yes,No,DSL
6166-ILMNY,Yes,No,Fiber optic
3097-NNSPB,Yes,No,DSL
7771-ZONAT,No,No phone service,DSL
0655-RBDUG,Yes,Yes,Fiber optic
2111-DWYHN,Yes,No,No
4194-WHFCB,Yes,Yes,Fiber optic
4121-AGSIN,Yes,Yes,No
4361-BKAXE,Yes,Yes,Fiber optic
9845-PEEKO,Yes,Yes,Fiber optic
0455-XFASS,Yes,No,Fiber optic
0301-KOBTQ,Yes,No,No
1751-NCDLI,Yes,Yes,Fiber optic
4367-NUYAO,Yes,Yes,No
9878-TNQGW,Yes,No,Fiber optic
9170-ARBTB,Yes,No,No
4441-NIHPT,Yes,No,Fiber optic
8999-BOHSE,Yes,No,Fiber optic
7241-AJHFS,Yes,Yes,Fiber optic
7029-RPUAV,Yes,Yes,Fiber optic
4546-FOKWR,Yes,Yes,Fiber optic
9036-CSKBW,Yes,Yes,Fiber optic
5832-TRLPB,Yes,No,DSL
8590-YFFQO,Yes,No,DSL
8659-IOOPU,Yes,Yes,Fiber optic
1338-CECEE,Yes,Yes,DSL
7439-DKZTW,Yes,No,Fiber optic
4646-QZXTF,Yes,No,DSL
4607-CHPCA,Yes,No,Fiber optic
9742-XOKTS,Yes,Yes,Fiber optic
6921-OZMFH,Yes,Yes,DSL
9578-FOMUK,Yes,Yes,No
4712-UYOOI,Yes,No,No
8824-RWFXJ,Yes,No,DSL
7722-CVFXN,Yes,Yes,Fiber optic
8717-VCTXJ,Yes,No,No
7363-QTBIW,Yes,No,Fiber optic
4159-NAAIX,Yes,Yes,Fiber optic
0971-QIFJK,Yes,Yes,No
9397-TZSHA,Yes,Yes,No
3391-JSQEW,Yes,No,DSL
0343-QLUZP,No,No phone service,DSL
9763-PDTKK,Yes,No,Fiber optic
2176-LVPNX,Yes,Yes,DSL
7627-JKIAZ,Yes,Yes,Fiber optic
3312-UUMZW,Yes,Yes,Fiber optic
1271-UODNO,Yes,Yes,DSL
8461-EFQYM,Yes,Yes,No
6900-RBKER,Yes,Yes,Fiber optic
6891-JPYFF,Yes,Yes,Fiber optic
1459-QNFQT,No,No phone service,DSL
1047-NNCBF,Yes,No,Fiber optic
3696-XRIEN,Yes,Yes,DSL
4081-DYXAV,No,No phone service,DSL
0074-HDKDG,Yes,No,DSL
8791-GFXLZ,Yes,No,DSL
8111-SLLHI,Yes,Yes,Fiber optic
0927-LCSMG,Yes,No,Fiber optic
9330-DHBFL,Yes,No,DSL
0098-BOWSO,Yes,No,No
3452-ABWRL,Yes,Yes,Fiber optic
5859-HZYLF,Yes,No,No
8257-RZAHR,Yes,Yes,DSL
5293-WXJAK,Yes,Yes,Fiber optic
3156-QLHBO,Yes,No,No
2208-NQBCT,Yes,No,Fiber optic
1779-PWPMG,Yes,Yes,Fiber optic
6621-NRZAK,Yes,No,No
0831-JNISG,Yes,No,No
0774-IFUVM,Yes,Yes,DSL
3082-WQRVY,Yes,No,No
9553-DLCLU,Yes,Yes,DSL
1641-BYBTK,Yes,No,No
2460-NGXBJ,Yes,Yes,Fiber optic
2446-ZKVAF,Yes,Yes,DSL
0841-NULXI,No,No phone service,DSL
3522-CDKHF,Yes,No,Fiber optic
1430-SFQSA,No,No phone service,DSL
0411-EZJZE,Yes,Yes,DSL
7851-WZEKY,Yes,Yes,Fiber optic
8844-TONUD,Yes,No,Fiber optic
8807-ARQET,No,No phone service,DSL
8992-CEUEN,Yes,No,No
4320-QMLLA,Yes,No,DSL
8777-PVYGU,Yes,No,DSL
8292-ITGYJ,Yes,Yes,No
6870-ZWMNX,Yes,Yes,DSL
0621-CXBKL,Yes,No,No
5268-DSMNQ,Yes,Yes,Fiber optic
5334-JLAXU,Yes,Yes,Fiber optic
4086-YQSNZ,Yes,No,Fiber optic
6242-MBHPK,Yes,No,Fiber optic
5868-CZJDR,No,No phone service,DSL
9359-UGBTK,Yes,No,DSL
0135-NMXAP,Yes,Yes,Fiber optic
4782-OSFXZ,Yes,Yes,DSL
6479-OAUSD,Yes,No,No
7129-ACFOG,Yes,Yes,DSL
4189-NAKJS,Yes,Yes,DSL
5562-BETPV,Yes,No,No
1282-IHQAC,No,No phone service,DSL
9127-FHJBZ,Yes,Yes,Fiber optic
6270-OMFIW,Yes,No,Fiber optic
1641-RQDAY,Yes,Yes,Fiber optic
0107-WESLM,Yes,No,No
6994-ORCWG,Yes,Yes,DSL
1346-UFHAX,Yes,Yes,Fiber optic
3992-YWPKO,Yes,Yes,Fiber optic
2933-XEUJM,Yes,Yes,DSL
0125-LZQXK,Yes,No,Fiber optic
5461-QKNTN,Yes,Yes,Fiber optic
4835-YSJMR,Yes,No,DSL
8399-YNDCH,Yes,No,DSL
3164-YAXFY,No,No phone service,DSL
0887-WBJVH,Yes,No,Fiber optic
4660-IRIBM,Yes,No,Fiber optic
5673-FSSMF,Yes,Yes,DSL
7670-ZBPOQ,Yes,Yes,DSL
8089-UZWLX,Yes,Yes,Fiber optic
0080-OROZO,Yes,No,Fiber optic
3916-NRPAP,Yes,No,Fiber optic
6807-SIWJI,Yes,Yes,Fiber optic
8221-HVAYI,Yes,Yes,DSL
1579-KLYDT,Yes,Yes,Fiber optic
5232-NXPAY,Yes,No,DSL
8967-SZQAS,Yes,No,DSL
4468-KAZHE,Yes,No,DSL
0455-ENTCR,Yes,Yes,DSL
8944-AILEF,Yes,No,No
5542-NKVRU,Yes,No,No
7126-RBHSD,Yes,Yes,Fiber optic
5370-IIVVL,Yes,Yes,Fiber optic
6789-HJBWG,Yes,No,DSL
3927-NLNRY,Yes,No,Fiber optic
9087-EYCPR,Yes,Yes,No
6791-YBNAK,No,No phone service,DSL
6358-LYNGM,Yes,Yes,Fiber optic
6077-BDPXA,Yes,No,Fiber optic
0013-MHZWF,Yes,No,DSL
5494-HECPR,Yes,No,Fiber optic
8268-YDIXR,Yes,Yes,Fiber optic
9824-BEMCV,Yes,No,Fiber optic
1373-ORVIZ,Yes,Yes,DSL
4291-SHSBH,Yes,No,Fiber optic
6980-IMXXE,Yes,No,No
9866-QEVEE,Yes,Yes,Fiber optic
9897-KXHCM,Yes,No,Fiber optic
0040-HALCW,Yes,No,No
0784-GTUUK,Yes,Yes,No
7979-CORPM,Yes,Yes,Fiber optic
2294-DMMUS,Yes,Yes,DSL
0872-JCPIB,Yes,Yes,DSL
3055-MJDSB,No,No phone service,DSL
9091-WTUUY,Yes,No,DSL
1618-CFHME,Yes,Yes,Fiber optic
3165-HDOEW,Yes,No,DSL
6581-NQCBA,No,No phone service,DSL
7115-IRDHS,Yes,Yes,No
8496-DMZUK,Yes,Yes,Fiber optic
2040-VZIKE,Yes,Yes,Fiber optic
9068-VPWQQ,Yes,Yes,DSL
0178-SZBHO,Yes,Yes,Fiber optic
0384-RVBPI,Yes,No,DSL
1689-MRZQR,Yes,No,Fiber optic
1299-AURJA,Yes,Yes,No
4525-VZCZG,Yes,No,Fiber optic
1543-LLLFT,Yes,Yes,Fiber optic
5835-BEQEU,Yes,Yes,Fiber optic
2788-CJQAQ,Yes,No,No
5565-FILXA,Yes,Yes,Fiber optic
0319-QZTCO,Yes,No,DSL
2120-SMPEX,Yes,No,No
0096-FCPUF,Yes,Yes,DSL
0668-OGMHD,No,No phone service,DSL
5552-ZNFSJ,Yes,No,DSL
2223-KAGMX,Yes,No,No
6507-ZJSUR,Yes,No,Fiber optic
9408-HRXRK,Yes,Yes,Fiber optic
5593-SUAOO,Yes,Yes,Fiber optic
7321-PKUYW,Yes,Yes,Fiber optic
2833-SLKDQ,Yes,No,DSL
6766-HFKLA,Yes,Yes,Fiber optic
7595-EUIVN,Yes,No,Fiber optic
7617-EYGLW,Yes,No,No
2026-TGDHM,Yes,No,Fiber optic
9220-ZNKJI,Yes,No,Fiber optic
4030-VPZBD,No,No phone service,DSL
2226-ICFDO,Yes,Yes,DSL
0723-VSOBE,No,No phone service,DSL
5529-GIBVH,Yes,No,No
4187-CINZD,Yes,No,Fiber optic
9992-UJOEL,Yes,No,DSL
4741-WWJQZ,Yes,No,Fiber optic
6625-UTXEW,Yes,No,DSL
6818-WOBHJ,Yes,Yes,Fiber optic
6244-BESBM,Yes,No,Fiber optic
1004-NOZNR,Yes,No,Fiber optic
1251-STYSZ,Yes,Yes,Fiber optic
2612-PHGOX,Yes,Yes,DSL
2408-TZMJL,Yes,Yes,Fiber optic
8480-PPONV,Yes,Yes,Fiber optic
8780-IHCRN,Yes,Yes,No
4598-ZADCK,No,No phone service,DSL
1257-SXUXQ,Yes,No,No
9681-KYGYB,Yes,Yes,Fiber optic
7182-OVLBJ,Yes,Yes,Fiber optic
5095-ETBRJ,Yes,No,DSL
7005-CYUIL,Yes,No,Fiber optic
4821-WQOYN,Yes,No,No
4730-AWNAU,No,No phone service,DSL
3452-FLHYD,Yes,No,No
2388-LAESQ,Yes,Yes,Fiber optic
9531-NSBMR,Yes,No,No
6260-ONULR,Yes,No,DSL
4389-UEFCZ,Yes,Yes,Fiber optic
8711-LOBKY,Yes,No,No
9134-CEQMF,Yes,No,Fiber optic
8985-OOPOS,Yes,No,DSL
8800-ZKRFW,Yes,Yes,Fiber optic
2616-FLVQC,Yes,No,No
9968-FFVVH,Yes,Yes,DSL
3108-PCCGG,Yes,Yes,DSL
7993-PYKOF,Yes,No,Fiber optic
8390-FESFV,Yes,Yes,DSL
3022-BEXHZ,Yes,Yes,Fiber optic
5027-XWQHA,Yes,No,DSL
6248-TKCQV,Yes,Yes,DSL
6729-GDNGC,Yes,No,Fiber optic
6198-ZFIOJ,Yes,Yes,Fiber optic
5989-OMNJE,No,No phone service,DSL
4566-QVRRW,Yes,No,DSL
1291-CUOCY,Yes,Yes,Fiber optic
9795-SHUHB,Yes,No,DSL
3230-IUALN,Yes,No,DSL
0042-RLHYP,Yes,No,No
8519-IMDHU,Yes,Yes,Fiber optic
4945-RVMTE,Yes,No,DSL
0201-OAMXR,Yes,Yes,Fiber optic
1866-NXPSP,Yes,No,DSL
3372-KWFBM,Yes,Yes,Fiber optic
7831-QGOXH,Yes,Yes,Fiber optic
6393-WRYZE,Yes,Yes,Fiber optic
3941-XTSKM,No,No phone service,DSL
1661-CZBAU,Yes,Yes,DSL
6599-RCLCJ,Yes,Yes,Fiber optic
9831-BPFRI,Yes,Yes,Fiber optic
5158-RIVOP,Yes,No,No
9788-YTFGE,Yes,No,No
9277-JOOMO,Yes,Yes,No
1907-YLNYW,Yes,No,DSL
1725-MIMXW,Yes,No,No
8947-YRTDV,Yes,No,Fiber optic
3161-ONRWK,Yes,No,DSL
0114-RSRRW,Yes,No,No
4565-NLZBV,Yes,Yes,No
0031-PVLZI,Yes,No,No
7206-GZCDC,Yes,No,Fiber optic
6682-VCIXC,No,No phone service,DSL
4791-QRGMF,Yes,Yes,Fiber optic
6475-VHUIZ,Yes,No,DSL
